,0,model,days,apr,target,size,shares,bonds,bonds_pct
0,apr,,,,,,,,
1,model,,,,,,,,
2,days,,,,,,,,
3,shares,,,,,,,,
4,bonds,,,,,,,,
5,size,,,,,,,,
6,target,,,,,,,,
7,bonds_pct,,,,,,,,
245,,Hyperdrive,119.0,0.05000000000000068,0.05,1000000.0,1000000.0,1002682.4873511379,0.5006697235752747
246,,Yieldspace,120.0,0.050000000000000544,0.05,1000000.0,1000000.0,1002570.7609861008,0.5006418652055108
247,,Hyperdrive,120.0,0.050000000000000544,0.05,1000000.0,1000000.0,1002570.7609861008,0.5006418652055108
248,,Yieldspace,121.0,0.04999999999999888,0.05,1000000.0,1000000.0,1002459.063027876,0.5006140108113266
249,,Hyperdrive,121.0,0.04999999999999888,0.05,1000000.0,1000000.0,1002459.063027876,0.5006140108113266
250,,Yieldspace,122.0,0.05000000000000084,0.05,1000000.0,1000000.0,1002347.3934654191,0.500586160391818
251,,Hyperdrive,122.0,0.05000000000000084,0.05,1000000.0,1000000.0,1002347.3934654191,0.500586160391818
252,,Yieldspace,123.0,0.05000000000000089,0.05,1000000.0,1000000.0,1002235.7522873621,0.5005583139459996
253,,Hyperdrive,123.0,0.05000000000000089,0.05,1000000.0,1000000.0,1002235.7522873621,0.5005583139459996
254,,Yieldspace,124.0,0.04999999999999939,0.05,1000000.0,1000000.0,1002124.1394825422,0.5005304714729355
255,,Hyperdrive,124.0,0.04999999999999939,0.05,1000000.0,1000000.0,1002124.1394825422,0.5005304714729355
256,,Yieldspace,125.0,0.05000000000000111,0.05,1000000.0,1000000.0,1002012.5550399282,0.5005026329717218
257,,Hyperdrive,125.0,0.05000000000000111,0.05,1000000.0,1000000.0,1002012.5550399282,0.5005026329717218
258,,Yieldspace,126.0,0.05000000000000031,0.05,1000000.0,1000000.0,1001900.9989481529,0.5004747984413694
259,,Hyperdrive,126.0,0.05000000000000031,0.05,1000000.0,1000000.0,1001900.9989481529,0.5004747984413694
260,,Yieldspace,127.0,0.049999999999999684,0.05,1000000.0,1000000.0,1001789.4711961341,0.5004469678809592
261,,Hyperdrive,127.0,0.049999999999999684,0.05,1000000.0,1000000.0,1001789.4711961341,0.5004469678809592
262,,Yieldspace,128.0,0.050000000000000155,0.05,1000000.0,1000000.0,1001677.9717727504,0.5004191412895612
263,,Hyperdrive,128.0,0.050000000000000155,0.05,1000000.0,1000000.0,1001677.9717727504,0.5004191412895612
264,,Yieldspace,129.0,0.0500000000000006,0.05,1000000.0,1000000.0,1001566.5006668024,0.5003913186662249
265,,Hyperdrive,129.0,0.0500000000000006,0.05,1000000.0,1000000.0,1001566.5006668024,0.5003913186662249
266,,Yieldspace,130.0,0.04999999999999989,0.05,1000000.0,1000000.0,1001455.0578671002,0.5003635000100004
267,,Hyperdrive,130.0,0.04999999999999989,0.05,1000000.0,1000000.0,1001455.0578671002,0.5003635000100004
268,,Yieldspace,131.0,0.049999999999999684,0.05,1000000.0,1000000.0,1001343.6433625577,0.5003356853199634
269,,Hyperdrive,131.0,0.049999999999999684,0.05,1000000.0,1000000.0,1001343.6433625577,0.5003356853199634
270,,Yieldspace,132.0,0.04999999999999964,0.05,1000000.0,1000000.0,1001232.2571420184,0.5003078745951702
271,,Hyperdrive,132.0,0.04999999999999964,0.05,1000000.0,1000000.0,1001232.2571420184,0.5003078745951702
272,,Yieldspace,133.0,0.05000000000000023,0.05,1000000.0,1000000.0,1001120.8991943678,0.5002800678346868
273,,Hyperdrive,133.0,0.05000000000000023,0.05,1000000.0,1000000.0,1001120.8991943678,0.5002800678346868
274,,Yieldspace,134.0,0.04999999999999959,0.05,1000000.0,1000000.0,1001009.5695084191,0.5002522650375598
275,,Hyperdrive,134.0,0.04999999999999959,0.05,1000000.0,1000000.0,1001009.5695084191,0.5002522650375598
276,,Yieldspace,135.0,0.04999999999999951,0.05,1000000.0,1000000.0,1000898.2680731111,0.500224466202866
277,,Hyperdrive,135.0,0.04999999999999951,0.05,1000000.0,1000000.0,1000898.2680731111,0.500224466202866
278,,Yieldspace,136.0,0.04999999999999941,0.05,1000000.0,1000000.0,1000786.9948773087,0.5001966713296627
279,,Hyperdrive,136.0,0.04999999999999941,0.05,1000000.0,1000000.0,1000786.9948773087,0.5001966713296627
280,,Yieldspace,137.0,0.04999999999999919,0.05,1000000.0,1000000.0,1000675.7499099021,0.5001688804170122
281,,Hyperdrive,137.0,0.04999999999999919,0.05,1000000.0,1000000.0,1000675.7499099021,0.5001688804170122
282,,Yieldspace,138.0,0.05000000000000039,0.05,1000000.0,1000000.0,1000564.5331598272,0.5001410934639873
283,,Hyperdrive,138.0,0.05000000000000039,0.05,1000000.0,1000000.0,1000564.5331598272,0.5001410934639873
284,,Yieldspace,139.0,0.04999999999999945,0.05,1000000.0,1000000.0,1000453.3446158888,0.5001133104696265
285,,Hyperdrive,139.0,0.04999999999999945,0.05,1000000.0,1000000.0,1000453.3446158888,0.5001133104696265
286,,Yieldspace,140.0,0.049999999999999656,0.05,1000000.0,1000000.0,1000342.1842670741,0.5000855314330132
287,,Hyperdrive,140.0,0.049999999999999656,0.05,1000000.0,1000000.0,1000342.1842670741,0.5000855314330132
288,,Yieldspace,141.0,0.05000000000000007,0.05,1000000.0,1000000.0,1000231.052102295,0.5000577563532104
289,,Hyperdrive,141.0,0.05000000000000007,0.05,1000000.0,1000000.0,1000231.052102295,0.5000577563532104
290,,Yieldspace,142.0,0.04999999999999989,0.05,1000000.0,1000000.0,1000119.948110435,0.5000299852292729
291,,Hyperdrive,142.0,0.04999999999999989,0.05,1000000.0,1000000.0,1000119.948110435,0.5000299852292729
292,,Yieldspace,143.0,0.049999999999999815,0.05,1000000.0,1000000.0,1000008.8722804392,0.5000022180602701
293,,Hyperdrive,143.0,0.049999999999999815,0.05,1000000.0,1000000.0,1000008.8722804392,0.5000022180602701
294,,Yieldspace,144.0,0.05000000000000088,0.05,1000000.0,1000000.0,999897.824601276,0.49997445484527586
295,,Hyperdrive,144.0,0.05000000000000088,0.05,1000000.0,1000000.0,999897.824601276,0.49997445484527586
296,,Yieldspace,145.0,0.049999999999999455,0.05,1000000.0,1000000.0,999786.8050617727,0.49994669558332727
297,,Hyperdrive,145.0,0.049999999999999455,0.05,1000000.0,1000000.0,999786.8050617727,0.49994669558332727
298,,Yieldspace,146.0,0.05000000000000011,0.05,1000000.0,1000000.0,999675.8136510008,0.49991894027352185
299,,Hyperdrive,146.0,0.05000000000000011,0.05,1000000.0,1000000.0,999675.8136510008,0.49991894027352185
300,,Yieldspace,147.0,0.049999999999999836,0.05,1000000.0,1000000.0,999564.8503578381,0.4998911889149072
301,,Hyperdrive,147.0,0.049999999999999836,0.05,1000000.0,1000000.0,999564.8503578381,0.4998911889149072
302,,Yieldspace,148.0,0.04999999999999997,0.05,1000000.0,1000000.0,999453.9151712569,0.4998634415065535
303,,Hyperdrive,148.0,0.04999999999999997,0.05,1000000.0,1000000.0,999453.9151712569,0.4998634415065535
304,,Yieldspace,149.0,0.04999999999999921,0.05,1000000.0,1000000.0,999343.0080802015,0.49983569804752276
305,,Hyperdrive,149.0,0.04999999999999921,0.05,1000000.0,1000000.0,999343.0080802015,0.49983569804752276
306,,Yieldspace,150.0,0.05000000000000077,0.05,1000000.0,1000000.0,999232.1290737272,0.49980795853690374
307,,Hyperdrive,150.0,0.05000000000000077,0.05,1000000.0,1000000.0,999232.1290737272,0.49980795853690374
308,,Yieldspace,151.0,0.049999999999999614,0.05,1000000.0,1000000.0,999121.2781406469,0.49978022297372315
309,,Hyperdrive,151.0,0.049999999999999614,0.05,1000000.0,1000000.0,999121.2781406469,0.49978022297372315
310,,Yieldspace,152.0,0.04999999999999995,0.05,1000000.0,1000000.0,999010.455270082,0.4997524913570839
311,,Hyperdrive,152.0,0.04999999999999995,0.05,1000000.0,1000000.0,999010.455270082,0.4997524913570839
312,,Yieldspace,153.0,0.049999999999999975,0.05,1000000.0,1000000.0,998899.6604509462,0.4997247636860358
313,,Hyperdrive,153.0,0.049999999999999975,0.05,1000000.0,1000000.0,998899.6604509462,0.4997247636860358
314,,Yieldspace,154.0,0.049999999999999774,0.05,1000000.0,1000000.0,998788.8936722478,0.4996970399596509
315,,Hyperdrive,154.0,0.049999999999999774,0.05,1000000.0,1000000.0,998788.8936722478,0.4996970399596509
316,,Yieldspace,155.0,0.050000000000000704,0.05,1000000.0,1000000.0,998678.1549230162,0.499669320177006
317,,Hyperdrive,155.0,0.050000000000000704,0.05,1000000.0,1000000.0,998678.1549230162,0.499669320177006
318,,Yieldspace,156.0,0.05000000000000015,0.05,1000000.0,1000000.0,998567.4441921692,0.49964160433714816
319,,Hyperdrive,156.0,0.05000000000000015,0.05,1000000.0,1000000.0,998567.4441921692,0.49964160433714816
320,,Yieldspace,157.0,0.05000000000000005,0.05,1000000.0,1000000.0,998456.7614687824,0.49961389243916304
321,,Hyperdrive,157.0,0.05000000000000005,0.05,1000000.0,1000000.0,998456.7614687824,0.49961389243916304
322,,Yieldspace,158.0,0.05000000000000052,0.05,1000000.0,1000000.0,998346.1067418699,0.49958618448211994
323,,Hyperdrive,158.0,0.05000000000000052,0.05,1000000.0,1000000.0,998346.1067418699,0.49958618448211994
324,,Yieldspace,159.0,0.05000000000000049,0.05,1000000.0,1000000.0,998235.4800004172,0.4995584804650795
325,,Hyperdrive,159.0,0.05000000000000049,0.05,1000000.0,1000000.0,998235.4800004172,0.4995584804650795
326,,Yieldspace,160.0,0.0500000000000003,0.05,1000000.0,1000000.0,998124.8812334669,0.4995307803871159
327,,Hyperdrive,160.0,0.0500000000000003,0.05,1000000.0,1000000.0,998124.8812334669,0.4995307803871159
328,,Yieldspace,161.0,0.05000000000000014,0.05,1000000.0,1000000.0,998014.3104300494,0.4995030842472987
329,,Hyperdrive,161.0,0.05000000000000014,0.05,1000000.0,1000000.0,998014.3104300494,0.4995030842472987
330,,Yieldspace,162.0,0.05000000000000002,0.05,1000000.0,1000000.0,997903.7675792032,0.49947539204469876
331,,Hyperdrive,162.0,0.05000000000000002,0.05,1000000.0,1000000.0,997903.7675792032,0.49947539204469876
332,,Yieldspace,163.0,0.049999999999999475,0.05,1000000.0,1000000.0,997793.252669954,0.49944770377838227
333,,Hyperdrive,163.0,0.049999999999999475,0.05,1000000.0,1000000.0,997793.252669954,0.49944770377838227
334,,Yieldspace,164.0,0.049999999999999406,0.05,1000000.0,1000000.0,997682.7656913829,0.49942001944742836
335,,Hyperdrive,164.0,0.049999999999999406,0.05,1000000.0,1000000.0,997682.7656913829,0.49942001944742836
336,,Yieldspace,165.0,0.04999999999999996,0.05,1000000.0,1000000.0,997572.3066325439,0.4993923390509081
337,,Hyperdrive,165.0,0.04999999999999996,0.05,1000000.0,1000000.0,997572.3066325439,0.4993923390509081
338,,Yieldspace,166.0,0.05000000000000081,0.05,1000000.0,1000000.0,997461.8754824975,0.4993646625878931
339,,Hyperdrive,166.0,0.05000000000000081,0.05,1000000.0,1000000.0,997461.8754824975,0.4993646625878931
340,,Yieldspace,167.0,0.05000000000000012,0.05,1000000.0,1000000.0,997351.4722302463,0.4993369900574393
341,,Hyperdrive,167.0,0.05000000000000012,0.05,1000000.0,1000000.0,997351.4722302463,0.4993369900574393
342,,Yieldspace,168.0,0.05000000000000015,0.05,1000000.0,1000000.0,997241.096864925,0.4993093214586347
343,,Hyperdrive,168.0,0.05000000000000015,0.05,1000000.0,1000000.0,997241.096864925,0.4993093214586347
344,,Yieldspace,169.0,0.05000000000000009,0.05,1000000.0,1000000.0,997130.7493755961,0.49928165679054787
345,,Hyperdrive,169.0,0.05000000000000009,0.05,1000000.0,1000000.0,997130.7493755961,0.49928165679054787
346,,Yieldspace,170.0,0.04999999999999989,0.05,1000000.0,1000000.0,997020.4297513425,0.49925399605225157
347,,Hyperdrive,170.0,0.04999999999999989,0.05,1000000.0,1000000.0,997020.4297513425,0.49925399605225157
348,,Yieldspace,171.0,0.04999999999999995,0.05,1000000.0,1000000.0,996910.1379812529,0.49922633924281873
349,,Hyperdrive,171.0,0.04999999999999995,0.05,1000000.0,1000000.0,996910.1379812529,0.49922633924281873
350,,Yieldspace,172.0,0.05000000000000014,0.05,1000000.0,1000000.0,996799.8740544388,0.49919868636132686
351,,Hyperdrive,172.0,0.05000000000000014,0.05,1000000.0,1000000.0,996799.8740544388,0.49919868636132686
352,,Yieldspace,173.0,0.04999999999999956,0.05,1000000.0,1000000.0,996689.6379599539,0.49917103740683794
353,,Hyperdrive,173.0,0.04999999999999956,0.05,1000000.0,1000000.0,996689.6379599539,0.49917103740683794
354,,Yieldspace,174.0,0.05000000000000042,0.05,1000000.0,1000000.0,996579.4296869813,0.49914339237844524
355,,Hyperdrive,174.0,0.05000000000000042,0.05,1000000.0,1000000.0,996579.4296869813,0.49914339237844524
356,,Yieldspace,175.0,0.04999999999999948,0.05,1000000.0,1000000.0,996469.2492245273,0.4991157512751964
357,,Hyperdrive,175.0,0.04999999999999948,0.05,1000000.0,1000000.0,996469.2492245273,0.4991157512751964
358,,Yieldspace,176.0,0.049999999999999774,0.05,1000000.0,1000000.0,996359.0965618145,0.4990881140961924
359,,Hyperdrive,176.0,0.049999999999999774,0.05,1000000.0,1000000.0,996359.0965618145,0.4990881140961924
360,,Yieldspace,177.0,0.049999999999999864,0.05,1000000.0,1000000.0,996248.9716879072,0.49906048084049326
361,,Hyperdrive,177.0,0.049999999999999864,0.05,1000000.0,1000000.0,996248.9716879072,0.49906048084049326
362,,Yieldspace,178.0,0.050000000000000114,0.05,1000000.0,1000000.0,996138.8745919648,0.4990328515071817
363,,Hyperdrive,178.0,0.050000000000000114,0.05,1000000.0,1000000.0,996138.8745919648,0.4990328515071817
364,,Yieldspace,179.0,0.04999999999999963,0.05,1000000.0,1000000.0,996028.8052630777,0.49900522609532205
365,,Hyperdrive,179.0,0.04999999999999963,0.05,1000000.0,1000000.0,996028.8052630777,0.49900522609532205
366,,Yieldspace,180.0,0.04999999999999997,0.05,1000000.0,1000000.0,995918.7636904458,0.49897760460400503
367,,Hyperdrive,180.0,0.04999999999999997,0.05,1000000.0,1000000.0,995918.7636904458,0.49897760460400503
368,,Yieldspace,181.0,0.05000000000000043,0.05,1000000.0,1000000.0,995808.7498631869,0.4989499870322994
369,,Hyperdrive,181.0,0.05000000000000043,0.05,1000000.0,1000000.0,995808.7498631869,0.4989499870322994
370,,Yieldspace,182.0,0.04999999999999997,0.05,1000000.0,1000000.0,995698.7637704236,0.49892237337927436
371,,Hyperdrive,182.0,0.04999999999999997,0.05,1000000.0,1000000.0,995698.7637704236,0.49892237337927436
372,,Yieldspace,183.0,0.050000000000000155,0.05,1000000.0,1000000.0,995588.8054013724,0.4988947636440213
373,,Hyperdrive,183.0,0.050000000000000155,0.05,1000000.0,1000000.0,995588.8054013724,0.4988947636440213
374,,Yieldspace,184.0,0.04999999999999964,0.05,1000000.0,1000000.0,995478.8747451395,0.4988671578256027
375,,Hyperdrive,184.0,0.04999999999999964,0.05,1000000.0,1000000.0,995478.8747451395,0.4988671578256027
376,,Yieldspace,185.0,0.05000000000000012,0.05,1000000.0,1000000.0,995368.9717909519,0.4988395559231104
377,,Hyperdrive,185.0,0.05000000000000012,0.05,1000000.0,1000000.0,995368.9717909519,0.4988395559231104
378,,Yieldspace,186.0,0.05000000000000035,0.05,1000000.0,1000000.0,995259.0965279557,0.49881195793561495
379,,Hyperdrive,186.0,0.05000000000000035,0.05,1000000.0,1000000.0,995259.0965279557,0.49881195793561495
380,,Yieldspace,187.0,0.049999999999999566,0.05,1000000.0,1000000.0,995149.2489452907,0.49878436386218383
381,,Hyperdrive,187.0,0.049999999999999566,0.05,1000000.0,1000000.0,995149.2489452907,0.49878436386218383
382,,Yieldspace,188.0,0.04999999999999982,0.05,1000000.0,1000000.0,995039.4290322269,0.4987567737019164
383,,Hyperdrive,188.0,0.04999999999999982,0.05,1000000.0,1000000.0,995039.4290322269,0.4987567737019164
384,,Yieldspace,189.0,0.05000000000000016,0.05,1000000.0,1000000.0,994929.6367779153,0.49872918745388084
385,,Hyperdrive,189.0,0.05000000000000016,0.05,1000000.0,1000000.0,994929.6367779153,0.49872918745388084
386,,Yieldspace,190.0,0.05000000000000016,0.05,1000000.0,1000000.0,994819.8721715396,0.4987016051171524
387,,Hyperdrive,190.0,0.05000000000000016,0.05,1000000.0,1000000.0,994819.8721715396,0.4987016051171524
388,,Yieldspace,191.0,0.05000000000000048,0.05,1000000.0,1000000.0,994710.1352023317,0.4986740266908175
389,,Hyperdrive,191.0,0.05000000000000048,0.05,1000000.0,1000000.0,994710.1352023317,0.4986740266908175
390,,Yieldspace,192.0,0.049999999999999975,0.05,1000000.0,1000000.0,994600.4258594597,0.49864645217394515
391,,Hyperdrive,192.0,0.049999999999999975,0.05,1000000.0,1000000.0,994600.4258594597,0.49864645217394515
392,,Yieldspace,193.0,0.04999999999999995,0.05,1000000.0,1000000.0,994490.74413218,0.4986188815656256
393,,Hyperdrive,193.0,0.04999999999999995,0.05,1000000.0,1000000.0,994490.74413218,0.4986188815656256
394,,Yieldspace,194.0,0.04999999999999989,0.05,1000000.0,1000000.0,994381.0900096997,0.49859131486493563
395,,Hyperdrive,194.0,0.04999999999999989,0.05,1000000.0,1000000.0,994381.0900096997,0.49859131486493563
396,,Yieldspace,195.0,0.05000000000000056,0.05,1000000.0,1000000.0,994271.4634812726,0.49856375207096243
397,,Hyperdrive,195.0,0.05000000000000056,0.05,1000000.0,1000000.0,994271.4634812726,0.49856375207096243
398,,Yieldspace,196.0,0.05000000000000003,0.05,1000000.0,1000000.0,994161.8645360628,0.4985361931827697
399,,Hyperdrive,196.0,0.05000000000000003,0.05,1000000.0,1000000.0,994161.8645360628,0.4985361931827697
400,,Yieldspace,197.0,0.050000000000000065,0.05,1000000.0,1000000.0,994052.2931633637,0.4985086381994524
401,,Hyperdrive,197.0,0.050000000000000065,0.05,1000000.0,1000000.0,994052.2931633637,0.4985086381994524
402,,Yieldspace,198.0,0.04999999999999948,0.05,1000000.0,1000000.0,993942.7493523906,0.4984810871200849
403,,Hyperdrive,198.0,0.04999999999999948,0.05,1000000.0,1000000.0,993942.7493523906,0.4984810871200849
404,,Yieldspace,199.0,0.04999999999999988,0.05,1000000.0,1000000.0,993833.2330924333,0.49845353994375896
405,,Hyperdrive,199.0,0.04999999999999988,0.05,1000000.0,1000000.0,993833.2330924333,0.49845353994375896
406,,Yieldspace,200.0,0.050000000000000114,0.05,1000000.0,1000000.0,993723.7443727194,0.4984259966695498
407,,Hyperdrive,200.0,0.050000000000000114,0.05,1000000.0,1000000.0,993723.7443727194,0.4984259966695498
408,,Yieldspace,201.0,0.05000000000000009,0.05,1000000.0,1000000.0,993614.2831824975,0.4983984572965366
409,,Hyperdrive,201.0,0.05000000000000009,0.05,1000000.0,1000000.0,993614.2831824975,0.4983984572965366
410,,Yieldspace,202.0,0.05,0.05,1000000.0,1000000.0,993504.8495110461,0.4983709218238052
411,,Hyperdrive,202.0,0.05,0.05,1000000.0,1000000.0,993504.8495110461,0.4983709218238052
412,,Yieldspace,203.0,0.0499999999999999,0.05,1000000.0,1000000.0,993395.4433476368,0.4983433902504383
413,,Hyperdrive,203.0,0.0499999999999999,0.05,1000000.0,1000000.0,993395.4433476368,0.4983433902504383
414,,Yieldspace,204.0,0.04999999999999998,0.05,1000000.0,1000000.0,993286.0646815485,0.4983158625755194
415,,Hyperdrive,204.0,0.04999999999999998,0.05,1000000.0,1000000.0,993286.0646815485,0.4983158625755194
416,,Yieldspace,205.0,0.04999999999999985,0.05,1000000.0,1000000.0,993176.7135020639,0.4982883387981321
417,,Hyperdrive,205.0,0.04999999999999985,0.05,1000000.0,1000000.0,993176.7135020639,0.4982883387981321
418,,Yieldspace,206.0,0.05000000000000021,0.05,1000000.0,1000000.0,993067.3897984836,0.498260818917363
419,,Hyperdrive,206.0,0.05000000000000021,0.05,1000000.0,1000000.0,993067.3897984836,0.498260818917363
420,,Yieldspace,207.0,0.05000000000000019,0.05,1000000.0,1000000.0,992958.0935600773,0.49823330293229007
421,,Hyperdrive,207.0,0.05000000000000019,0.05,1000000.0,1000000.0,992958.0935600773,0.49823330293229007
422,,Yieldspace,208.0,0.05000000000000001,0.05,1000000.0,1000000.0,992848.824776158,0.49820579084200095
423,,Hyperdrive,208.0,0.05000000000000001,0.05,1000000.0,1000000.0,992848.824776158,0.49820579084200095
424,,Yieldspace,209.0,0.04999999999999947,0.05,1000000.0,1000000.0,992739.5834360191,0.4981782826455773
425,,Hyperdrive,209.0,0.04999999999999947,0.05,1000000.0,1000000.0,992739.5834360191,0.4981782826455773
426,,Yieldspace,210.0,0.04999999999999989,0.05,1000000.0,1000000.0,992630.3695290086,0.49815077834211335
427,,Hyperdrive,210.0,0.04999999999999989,0.05,1000000.0,1000000.0,992630.3695290086,0.49815077834211335
428,,Yieldspace,211.0,0.04999999999999991,0.05,1000000.0,1000000.0,992521.1830444067,0.4981232779306852
429,,Hyperdrive,211.0,0.04999999999999991,0.05,1000000.0,1000000.0,992521.1830444067,0.4981232779306852
430,,Yieldspace,212.0,0.05000000000000024,0.05,1000000.0,1000000.0,992412.0239715604,0.49809578141038463
431,,Hyperdrive,212.0,0.05000000000000024,0.05,1000000.0,1000000.0,992412.0239715604,0.49809578141038463
432,,Yieldspace,213.0,0.05000000000000015,0.05,1000000.0,1000000.0,992302.8922997734,0.4980682887802914
433,,Hyperdrive,213.0,0.05000000000000015,0.05,1000000.0,1000000.0,992302.8922997734,0.4980682887802914
434,,Yieldspace,214.0,0.05000000000000037,0.05,1000000.0,1000000.0,992193.7880184039,0.49804080003949797
435,,Hyperdrive,214.0,0.05000000000000037,0.05,1000000.0,1000000.0,992193.7880184039,0.49804080003949797
436,,Yieldspace,215.0,0.049999999999999566,0.05,1000000.0,1000000.0,992084.711116743,0.49801331518707864
437,,Hyperdrive,215.0,0.049999999999999566,0.05,1000000.0,1000000.0,992084.711116743,0.49801331518707864
438,,Yieldspace,216.0,0.04999999999999978,0.05,1000000.0,1000000.0,991975.6615842084,0.4979858342221386
439,,Hyperdrive,216.0,0.04999999999999978,0.05,1000000.0,1000000.0,991975.6615842084,0.4979858342221386
440,,Yieldspace,217.0,0.04999999999999984,0.05,1000000.0,1000000.0,991866.6394101025,0.4979583571437528
441,,Hyperdrive,217.0,0.04999999999999984,0.05,1000000.0,1000000.0,991866.6394101025,0.4979583571437528
442,,Yieldspace,218.0,0.04999999999999934,0.05,1000000.0,1000000.0,991757.6445837812,0.4979308839510087
443,,Hyperdrive,218.0,0.04999999999999934,0.05,1000000.0,1000000.0,991757.6445837812,0.4979308839510087
444,,Yieldspace,219.0,0.04999999999999998,0.05,1000000.0,1000000.0,991648.6770946544,0.4979034146430062
445,,Hyperdrive,219.0,0.04999999999999998,0.05,1000000.0,1000000.0,991648.6770946544,0.4979034146430062
446,,Yieldspace,220.0,0.05000000000000045,0.05,1000000.0,1000000.0,991539.7369320418,0.4978759492188212
447,,Hyperdrive,220.0,0.05000000000000045,0.05,1000000.0,1000000.0,991539.7369320418,0.4978759492188212
448,,Yieldspace,221.0,0.04999999999999957,0.05,1000000.0,1000000.0,991430.8240852923,0.4978484876775361
449,,Hyperdrive,221.0,0.04999999999999957,0.05,1000000.0,1000000.0,991430.8240852923,0.4978484876775361
450,,Yieldspace,222.0,0.04999999999999983,0.05,1000000.0,1000000.0,991321.9385438557,0.4978210300182576
451,,Hyperdrive,222.0,0.04999999999999983,0.05,1000000.0,1000000.0,991321.9385438557,0.4978210300182576
452,,Yieldspace,223.0,0.0499999999999997,0.05,1000000.0,1000000.0,991213.0802970695,0.49779357624006276
453,,Hyperdrive,223.0,0.0499999999999997,0.05,1000000.0,1000000.0,991213.0802970695,0.49779357624006276
454,,Yieldspace,224.0,0.05000000000000012,0.05,1000000.0,1000000.0,991104.2493343465,0.49776612634204676
455,,Hyperdrive,224.0,0.05000000000000012,0.05,1000000.0,1000000.0,991104.2493343465,0.49776612634204676
456,,Yieldspace,225.0,0.04999999999999957,0.05,1000000.0,1000000.0,990995.4456450469,0.4977386803232903
457,,Hyperdrive,225.0,0.04999999999999957,0.05,1000000.0,1000000.0,990995.4456450469,0.4977386803232903
458,,Yieldspace,226.0,0.05000000000000031,0.05,1000000.0,1000000.0,990886.6692186298,0.497711238182898
459,,Hyperdrive,226.0,0.05000000000000031,0.05,1000000.0,1000000.0,990886.6692186298,0.497711238182898
460,,Yieldspace,227.0,0.05000000000000023,0.05,1000000.0,1000000.0,990777.9200444431,0.4976837999199451
461,,Hyperdrive,227.0,0.05000000000000023,0.05,1000000.0,1000000.0,990777.9200444431,0.4976837999199451
462,,Yieldspace,228.0,0.05000000000000058,0.05,1000000.0,1000000.0,990669.1981119349,0.4976563655335314
463,,Hyperdrive,228.0,0.05000000000000058,0.05,1000000.0,1000000.0,990669.1981119349,0.4976563655335314
464,,Yieldspace,229.0,0.050000000000000176,0.05,1000000.0,1000000.0,990560.5034104865,0.4976289350227384
465,,Hyperdrive,229.0,0.050000000000000176,0.05,1000000.0,1000000.0,990560.5034104865,0.4976289350227384
466,,Yieldspace,230.0,0.049999999999999774,0.05,1000000.0,1000000.0,990451.8359295451,0.4976015083866634
467,,Hyperdrive,230.0,0.049999999999999774,0.05,1000000.0,1000000.0,990451.8359295451,0.4976015083866634
468,,Yieldspace,231.0,0.05000000000000035,0.05,1000000.0,1000000.0,990343.1956585733,0.4975740856244062
469,,Hyperdrive,231.0,0.05000000000000035,0.05,1000000.0,1000000.0,990343.1956585733,0.4975740856244062
470,,Yieldspace,232.0,0.04999999999999995,0.05,1000000.0,1000000.0,990234.582586937,0.4975466667350414
471,,Hyperdrive,232.0,0.04999999999999995,0.05,1000000.0,1000000.0,990234.582586937,0.4975466667350414
472,,Yieldspace,233.0,0.049999999999999795,0.05,1000000.0,1000000.0,990125.9967041214,0.49751925171767236
473,,Hyperdrive,233.0,0.049999999999999795,0.05,1000000.0,1000000.0,990125.9967041214,0.49751925171767236
474,,Yieldspace,234.0,0.04999999999999983,0.05,1000000.0,1000000.0,990017.4379995601,0.4974918405713885
475,,Hyperdrive,234.0,0.04999999999999983,0.05,1000000.0,1000000.0,990017.4379995601,0.4974918405713885
476,,Yieldspace,235.0,0.04999999999999982,0.05,1000000.0,1000000.0,989908.9064627049,0.49746443329528256
477,,Hyperdrive,235.0,0.04999999999999982,0.05,1000000.0,1000000.0,989908.9064627049,0.49746443329528256
478,,Yieldspace,236.0,0.05000000000000008,0.05,1000000.0,1000000.0,989800.4020830222,0.49743702988845007
479,,Hyperdrive,236.0,0.05000000000000008,0.05,1000000.0,1000000.0,989800.4020830222,0.49743702988845007
480,,Yieldspace,237.0,0.05000000000000002,0.05,1000000.0,1000000.0,989691.9248499512,0.49740963034997837
481,,Hyperdrive,237.0,0.05000000000000002,0.05,1000000.0,1000000.0,989691.9248499512,0.49740963034997837
482,,Yieldspace,238.0,0.049999999999999926,0.05,1000000.0,1000000.0,989583.4747529724,0.4973822346789644
483,,Hyperdrive,238.0,0.049999999999999926,0.05,1000000.0,1000000.0,989583.4747529724,0.4973822346789644
484,,Yieldspace,239.0,0.04999999999999991,0.05,1000000.0,1000000.0,989475.0517815565,0.4973548428745013
485,,Hyperdrive,239.0,0.04999999999999991,0.05,1000000.0,1000000.0,989475.0517815565,0.4973548428745013
486,,Yieldspace,240.0,0.04999999999999986,0.05,1000000.0,1000000.0,989366.6559251839,0.4973274549356838
487,,Hyperdrive,240.0,0.04999999999999986,0.05,1000000.0,1000000.0,989366.6559251839,0.4973274549356838
488,,Yieldspace,241.0,0.049999999999999795,0.05,1000000.0,1000000.0,989258.2871733366,0.49730007086160566
489,,Hyperdrive,241.0,0.049999999999999795,0.05,1000000.0,1000000.0,989258.2871733366,0.49730007086160566
